PSR 	 gamma_Young 	 E_cut_Young 	 eta_Young 	 gamma_Middle 	 E_cut_Middle 	 eta_Middle 	 gamma_Old 	 E_cut_Old 	 eta_Old 	 ReducedChi^2_MultiPWNe 	 ReducedChi2_po_MultiPWNe 	 ReducedChi2_Combine_MultiPWNe
MultiplePWNe 	 2.0989 	 1013.0551 	 0.965 	 2.2082 	 101.4018 	 0.9978 	 1.3067 	 340.196 	 0.9773 	 15.0094 	 5796.5182 	 13.9406PSR 	 gamma_Young 	 E_cut_Young 	 eta_Young 	 gamma_Middle 	 E_cut_Middle 	 eta_Middle 	 gamma_Old 	 E_cut_Old 	 eta_Old 	 ReducedChi^2_MultiPWNe 	 ReducedChi2_po_MultiPWNe 	 ReducedChi2_Combine_MultiPWNe
MultiplePWNe 	 2.0791 	 949.8271 	 0.9933 	 2.1337 	 54.8021 	 0.9419 	 1.3555 	 106.4519 	 0.9468 	 13.9679 	 5937.9179 	 12.3296
